iccs,leg_stat,sex,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03012,PER_SUSP,F,P_HTHAB,AL	0.00 	0.07 	0.00 	0.07 	: 	: 	0.00 	: 	0.00 	0.19 
ICCS03012,PER_SUSP,F,P_HTHAB,AT	: 	0.95 	1.10 	1.08 	0.95 	1.67 	1.79 	1.49 	3.16 	3.21 
ICCS03012,PER_SUSP,F,P_HTHAB,BE	: 	: 	8.09 	11.43 	10.79 	9.98 	11.91 	12.93 	13.62 	11.61 
ICCS03012,PER_SUSP,F,P_HTHAB,BG	0.27 	0.19 	0.24 	0.22 	0.13 	0.19 	0.26 	0.34 	0.21 	0.44 
ICCS03012,PER_SUSP,F,P_HTHAB,CH	0.85 	0.88 	0.94 	0.92 	1.15 	0.00 	0.00 	0.00 	0.00 	0.01 
ICCS03012,PER_SUSP,F,P_HTHAB,CZ	0.80 	0.91 	1.06 	0.73 	0.90 	0.05 	0.01 	0.02 	0.01 	0.00 
ICCS03012,PER_SUSP,F,P_HTHAB,DE	1.26 	1.50 	1.54 	1.59 	1.55 	1.38 	1.53 	1.65 	5.21 	7.22 
ICCS03012,PER_SUSP,F,P_HTHAB,DK	0.07 	0.00 	0.04 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,ES	0.57 	0.20 	1.10 	1.44 	1.54 	1.41 	1.47 	1.89 	1.72 	1.91 
ICCS03012,PER_SUSP,F,P_HTHAB,FI	0.79 	1.90 	1.26 	1.73 	1.70 	1.31 	0.95 	1.03 	1.11 	1.37 
ICCS03012,PER_SUSP,F,P_HTHAB,FR	1.17 	1.13 	1.11 	1.10 	0.93 	0.77 	0.54 	0.64 	0.61 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,HR	0.14 	0.09 	0.09 	0.05 	0.05 	0.09 	0.09 	0.04 	0.45 	0.67 
ICCS03012,PER_SUSP,F,P_HTHAB,HU	: 	: 	0.06 	0.14 	0.08 	0.31 	0.31 	0.32 	0.21 	0.00 
ICCS03012,PER_SUSP,F,P_HTHAB,IT	: 	: 	0.33 	0.33 	0.36 	0.36 	0.30 	0.29 	0.36 	0.32 
ICCS03012,PER_SUSP,F,P_HTHAB,LI	: 	0.00 	26.58 	0.00 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,LT	0.13 	0.06 	0.38 	0.31 	0.50 	0.12 	0.18 	0.24 	0.29 	0.06 
ICCS03012,PER_SUSP,F,P_HTHAB,LU	6.12 	1.74 	22.42 	41.16 	31.27 	28.51 	33.05 	30.87 	32.17 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,LV	0.00 	0.09 	0.28 	0.28 	0.64 	0.27 	0.53 	0.17 	0.26 	0.00 
ICCS03012,PER_SUSP,F,P_HTHAB,ME	0.32 	0.32 	0.95 	0.64 	0.32 	0.00 	0.32 	0.00 	0.00 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,MK	: 	: 	: 	: 	0.10 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,MT	: 	: 	1.86 	1.41 	2.84 	0.95 	2.40 	3.85 	0.48 	1.46 
ICCS03012,PER_SUSP,F,P_HTHAB,NL	0.05 	0.06 	0.13 	0.05 	0.14 	1.24 	1.49 	1.55 	1.56 	2.23 
ICCS03012,PER_SUSP,F,P_HTHAB,NO	0.11 	0.43 	0.35 	0.24 	0.44 	0.10 	0.16 	0.19 	0.17 	0.13 
ICCS03012,PER_SUSP,F,P_HTHAB,PL	0.02 	0.02 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,PT	0.94 	0.94 	0.92 	0.53 	0.67 	0.67 	0.91 	0.87 	4.89 	2.50 
ICCS03012,PER_SUSP,F,P_HTHAB,RS	0.06 	0.06 	0.03 	0.08 	0.00 	0.27 	0.40 	0.61 	0.48 	0.45 
ICCS03012,PER_SUSP,F,P_HTHAB,SE	2.21 	2.05 	1.87 	1.99 	1.80 	0.94 	0.96 	1.02 	0.81 	0.71 
ICCS03012,PER_SUSP,F,P_HTHAB,SI	0.19 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.05 	0.00 
ICCS03012,PER_SUSP,F,P_HTHAB,SK	0.04 	0.04 	0.04 	0.00 	0.04 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,UKC-L	: 	: 	2.14 	2.41 	2.40 	1.93 	2.00 	2.65 	: 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,UKN	: 	: 	0.64 	0.64 	0.64 	1.19 	0.65 	1.20 	0.11 	: 
ICCS03012,PER_SUSP,F,P_HTHAB,XK	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,NR,AL	70 	79 	82 	56 	49 	27 	25 	39 	35 	15 
ICCS03012,PER_SUSP,M,NR,AT	: 	2201 	1481 	1544 	1505 	1948 	1866 	1651 	2361 	2770 
ICCS03012,PER_SUSP,M,NR,BA	: 	34 	25 	35 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,NR,BE	: 	: 	2441 	3005 	2962 	2857 	3043 	3082 	3168 	3116 
ICCS03012,PER_SUSP,M,NR,BG	345 	232 	249 	248 	254 	269 	302 	332 	317 	364 
ICCS03012,PER_SUSP,M,NR,CH	1266 	1338 	1305 	1358 	1247 	82 	64 	71 	70 	61 
ICCS03012,PER_SUSP,M,NR,CZ	548 	540 	485 	506 	540 	664 	674 	584 	479 	529 
ICCS03012,PER_SUSP,M,NR,DE	19567 	19411 	17627 	18086 	18200 	18238 	19364 	19708 	27221 	33842 
ICCS03012,PER_SUSP,M,NR,DK	144 	134 	120 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,NR,ES	6080 	3404 	5053 	4996 	4498 	4486 	4712 	4128 	4202 	4742 
ICCS03012,PER_SUSP,M,NR,FI	1136 	1205 	1295 	1377 	1275 	1844 	1328 	1091 	1315 	1422 
ICCS03012,PER_SUSP,M,NR,FR	12786 	12159 	11176 	10429 	9580 	9350 	7484 	7366 	7728 	: 
ICCS03012,PER_SUSP,M,NR,HR	120 	148 	164 	117 	157 	136 	160 	157 	247 	310 
ICCS03012,PER_SUSP,M,NR,HU	: 	: 	163 	202 	439 	461 	455 	537 	313 	180 
ICCS03012,PER_SUSP,M,NR,IT	: 	: 	4004 	4312 	4306 	4306 	4559 	4466 	4415 	4566 
ICCS03012,PER_SUSP,M,NR,LI	: 	7 	16 	10 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,NR,LT	97 	120 	158 	157 	125 	142 	199 	159 	149 	118 
ICCS03012,PER_SUSP,M,NR,LU	174 	157 	206 	231 	223 	228 	174 	181 	202 	: 
ICCS03012,PER_SUSP,M,NR,LV	91 	64 	132 	121 	108 	139 	132 	92 	94 	118 
ICCS03012,PER_SUSP,M,NR,ME	12 	15 	15 	21 	21 	18 	26 	37 	29 	0 
ICCS03012,PER_SUSP,M,NR,MK	: 	: 	: 	: 	110 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,NR,MT	: 	: 	57 	38 	40 	49 	42 	50 	39 	29 
ICCS03012,PER_SUSP,M,NR,NL	715 	892 	605 	868 	1009 	4055 	4165 	4500 	4960 	5515 
ICCS03012,PER_SUSP,M,NR,NO	491 	512 	385 	389 	388 	375 	434 	384 	333 	381 
ICCS03012,PER_SUSP,M,NR,PL	197 	217 	181 	179 	179 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,NR,PT	929 	986 	938 	939 	931 	909 	936 	869 	1428 	1226 
ICCS03012,PER_SUSP,M,NR,RS	325 	285 	258 	270 	287 	251 	290 	297 	255 	241 
ICCS03012,PER_SUSP,M,NR,SE	3616 	3245 	2912 	2788 	2568 	2674 	2814 	2731 	2718 	2479 
ICCS03012,PER_SUSP,M,NR,SI	38 	37 	24 	35 	41 	40 	27 	57 	50 	41 
ICCS03012,PER_SUSP,M,NR,SK	61 	34 	55 	37 	44 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,NR,UKC-L	: 	: 	24337 	23426 	22176 	21626 	23112 	25541 	: 	: 
ICCS03012,PER_SUSP,M,NR,UKN	: 	: 	315 	307 	318 	299 	337 	248 	174 	: 
ICCS03012,PER_SUSP,M,NR,XK	46 	47 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,AL	4.82 	5.42 	5.61 	3.84 	: 	: 	1.76 	: 	2.21 	0.94 
ICCS03012,PER_SUSP,M,P_HTHAB,AT	: 	51.60 	35.30 	37.15 	36.50 	47.53 	45.75 	40.60 	58.20 	68.52 
ICCS03012,PER_SUSP,M,P_HTHAB,BE	: 	: 	44.19 	54.70 	53.98 	52.40 	56.33 	58.02 	60.13 	59.64 
ICCS03012,PER_SUSP,M,P_HTHAB,BG	10.00 	6.67 	7.11 	7.04 	7.16 	7.54 	8.41 	9.19 	8.72 	9.94 
ICCS03012,PER_SUSP,M,P_HTHAB,CH	30.33 	32.46 	32.03 	33.76 	31.42 	1.03 	0.81 	0.91 	0.91 	0.80 
ICCS03012,PER_SUSP,M,P_HTHAB,CZ	10.54 	10.41 	9.37 	9.80 	10.46 	6.32 	6.43 	5.58 	4.59 	5.11 
ICCS03012,PER_SUSP,M,P_HTHAB,DE	48.08 	47.91 	44.25 	45.72 	46.22 	46.49 	49.49 	49.14 	67.74 	84.03 
ICCS03012,PER_SUSP,M,P_HTHAB,DK	5.03 	4.72 	4.27 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,ES	26.63 	14.92 	22.14 	21.84 	19.54 	19.42 	20.44 	17.96 	18.36 	20.99 
ICCS03012,PER_SUSP,M,P_HTHAB,FI	41.88 	44.61 	48.11 	51.37 	47.81 	69.52 	50.33 	41.56 	50.35 	54.76 
ICCS03012,PER_SUSP,M,P_HTHAB,FR	39.56 	37.71 	34.70 	32.66 	30.15 	29.58 	23.79 	23.53 	24.81 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,HR	5.98 	7.32 	8.04 	5.71 	7.63 	6.59 	7.73 	7.57 	11.89 	14.93 
ICCS03012,PER_SUSP,M,P_HTHAB,HU	: 	: 	3.47 	4.29 	9.31 	9.76 	9.59 	11.29 	6.57 	3.77 
ICCS03012,PER_SUSP,M,P_HTHAB,IT	: 	: 	13.57 	14.62 	14.91 	14.99 	15.88 	15.59 	15.45 	16.07 
ICCS03012,PER_SUSP,M,P_HTHAB,LI	: 	37.51 	86.24 	54.35 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,LT	7.39 	9.03 	11.74 	11.58 	9.13 	10.26 	14.14 	10.96 	10.11 	7.93 
ICCS03012,PER_SUSP,M,P_HTHAB,LU	58.66 	54.29 	73.06 	83.96 	83.08 	87.08 	68.34 	72.57 	82.50 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,LV	10.16 	7.08 	14.49 	13.19 	11.66 	14.87 	13.92 	9.48 	9.47 	11.72 
ICCS03012,PER_SUSP,M,P_HTHAB,ME	3.90 	4.87 	4.88 	6.84 	6.84 	5.88 	8.49 	12.12 	9.54 	0.00 
ICCS03012,PER_SUSP,M,P_HTHAB,MK	: 	: 	: 	: 	10.65 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,MT	: 	: 	26.54 	17.89 	19.06 	23.59 	20.35 	24.25 	19.06 	14.30 
ICCS03012,PER_SUSP,M,P_HTHAB,NL	8.44 	10.60 	7.23 	10.41 	12.15 	48.96 	50.52 	54.85 	60.81 	67.99 
ICCS03012,PER_SUSP,M,P_HTHAB,NO	18.53 	19.51 	14.81 	15.15 	15.30 	7.52 	8.82 	7.90 	6.94 	8.04 
ICCS03012,PER_SUSP,M,P_HTHAB,PL	1.07 	1.18 	0.98 	0.97 	0.97 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,PT	19.03 	20.12 	19.05 	18.94 	18.64 	18.07 	18.52 	17.16 	28.19 	24.18 
ICCS03012,PER_SUSP,M,P_HTHAB,RS	9.48 	8.27 	7.45 	7.76 	8.21 	7.14 	8.21 	8.36 	7.15 	6.73 
ICCS03012,PER_SUSP,M,P_HTHAB,SE	72.13 	65.81 	59.77 	57.91 	53.88 	28.20 	29.89 	29.24 	29.36 	27.00 
ICCS03012,PER_SUSP,M,P_HTHAB,SI	3.71 	3.62 	2.35 	3.43 	4.02 	1.94 	1.31 	2.78 	2.46 	2.04 
ICCS03012,PER_SUSP,M,P_HTHAB,SK	2.30 	1.28 	2.08 	1.40 	1.67 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,UKC-L	: 	: 	85.58 	83.16 	79.35 	77.96 	84.03 	93.74 	: 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,UKN	: 	: 	34.74 	34.06 	35.50 	33.52 	38.00 	28.13 	19.89 	: 
ICCS03012,PER_SUSP,M,P_HTHAB,XK	: 	5.32 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,AL	70 	80 	82 	57 	49 	27 	25 	39 	35 	18 
ICCS03012,PER_SUSP,T,NR,AT	: 	2243 	1529 	1591 	1546 	2020 	1943 	1715 	2496 	2907 
ICCS03012,PER_SUSP,T,NR,BA	152 	129 	136 	102 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,BE	: 	: 	3250 	4151 	4016 	3797 	4125 	4200 	4318 	4061 
ICCS03012,PER_SUSP,T,NR,BG	355 	239 	258 	256 	259 	276 	312 	345 	325 	381 
ICCS03012,PER_SUSP,T,NR,CH	1302 	1375 	1344 	1396 	1294 	82 	64 	71 	70 	62 
ICCS03012,PER_SUSP,T,NR,CZ	591 	589 	542 	545 	588 	669 	675 	586 	480 	529 
ICCS03012,PER_SUSP,T,NR,DE	20094 	20038 	18262 	18742 	18838 	18807 	19991 	20398 	29401 	36870 
ICCS03012,PER_SUSP,T,NR,DK	146 	134 	121 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,ES	6214 	3451 	5313 	5337 	4862 	5312 	5575 	5137 	4604 	5184 
ICCS03012,PER_SUSP,T,NR,FI	1158 	1258 	1330 	1425 	1322 	1880 	1354 	1119 	1345 	1459 
ICCS03012,PER_SUSP,T,NR,FR	13190 	12548 	11555 	10804 	9896 	9608 	7664 	7578 	7931 	: 
ICCS03012,PER_SUSP,T,NR,HR	123 	150 	166 	118 	158 	138 	162 	158 	257 	337 
ICCS03012,PER_SUSP,T,NR,HU	: 	: 	166 	209 	439 	477 	471 	554 	324 	180 
ICCS03012,PER_SUSP,T,NR,IE	: 	: 	: 	: 	: 	222 	284 	295 	248 	: 
ICCS03012,PER_SUSP,T,NR,IT	: 	: 	4107 	4424 	4425 	4425 	4654 	4538 	4533 	4670 
ICCS03012,PER_SUSP,T,NR,LI	: 	7 	21 	10 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,LT	99 	121 	164 	162 	133 	144 	202 	163 	154 	119 
ICCS03012,PER_SUSP,T,NR,LU	192 	162 	269 	344 	307 	303 	259 	259 	282 	: 
ICCS03012,PER_SUSP,T,NR,LV	91 	65 	135 	124 	115 	142 	138 	94 	97 	118 
ICCS03012,PER_SUSP,T,NR,ME	13 	16 	18 	23 	22 	18 	27 	37 	29 	17 
ICCS03012,PER_SUSP,T,NR,MK	: 	: 	: 	: 	111 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,MT	: 	: 	61 	41 	46 	51 	47 	58 	40 	32 
ICCS03012,PER_SUSP,T,NR,NL	719 	899 	617 	872 	1022 	4170 	4290 	4645 	5180 	5795 
ICCS03012,PER_SUSP,T,NR,NO	494 	523 	394 	395 	399 	380 	442 	393 	341 	387 
ICCS03012,PER_SUSP,T,NR,PL	200 	221 	182 	181 	181 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,PT	980 	1037 	988 	968 	968 	946 	986 	916 	1697 	1363 
ICCS03012,PER_SUSP,T,NR,RO	81 	68 	49 	630 	618 	572 	: 	: 	513 	456 
ICCS03012,PER_SUSP,T,NR,RS	327 	287 	259 	273 	287 	261 	305 	320 	273 	258 
ICCS03012,PER_SUSP,T,NR,SE	3731 	3354 	3004 	2888 	2656 	2765 	2907 	2834 	2797 	2554 
ICCS03012,PER_SUSP,T,NR,SI	40 	37 	24 	35 	41 	40 	27 	57 	51 	41 
ICCS03012,PER_SUSP,T,NR,SK	62 	35 	56 	37 	45 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,NR,UKC-L	: 	: 	24964 	24125 	22867 	22178 	23680 	26288 	: 	: 
ICCS03012,PER_SUSP,T,NR,UKN	: 	: 	321 	313 	324 	310 	343 	259 	175 	: 
ICCS03012,PER_SUSP,T,NR,XK	46 	47 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,AL	2.43 	2.78 	2.84 	1.97 	: 	: 	0.88 	: 	1.10 	0.57 
ICCS03012,PER_SUSP,T,P_HTHAB,AT	: 	25.81 	17.83 	18.70 	18.29 	24.02 	23.20 	20.53 	29.95 	34.99 
ICCS03012,PER_SUSP,T,P_HTHAB,BE	: 	: 	28.92 	37.13 	35.98 	34.22 	37.50 	38.75 	40.16 	38.07 
ICCS03012,PER_SUSP,T,P_HTHAB,BG	5.00 	3.34 	3.58 	3.53 	3.56 	3.77 	4.23 	4.65 	4.35 	5.07 
ICCS03012,PER_SUSP,T,P_HTHAB,CH	15.46 	16.51 	16.32 	17.15 	16.10 	1.03 	0.81 	0.91 	0.91 	0.82 
ICCS03012,PER_SUSP,T,P_HTHAB,CZ	5.59 	5.58 	5.14 	5.18 	5.59 	6.37 	6.44 	5.60 	4.60 	5.11 
ICCS03012,PER_SUSP,T,P_HTHAB,DE	24.35 	24.38 	22.49 	23.20 	23.39 	23.41 	24.92 	24.94 	35.85 	44.84 
ICCS03012,PER_SUSP,T,P_HTHAB,DK	2.54 	2.35 	2.14 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,ES	13.36 	7.43 	11.44 	11.47 	10.40 	11.35 	11.95 	11.05 	9.96 	11.35 
ICCS03012,PER_SUSP,T,P_HTHAB,FI	21.04 	22.93 	24.31 	26.14 	24.36 	34.81 	25.19 	20.91 	25.25 	27.53 
ICCS03012,PER_SUSP,T,P_HTHAB,FR	19.74 	18.83 	17.38 	16.38 	15.09 	14.72 	11.79 	11.72 	12.32 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,HR	2.96 	3.58 	3.93 	2.78 	3.71 	3.23 	3.78 	3.67 	5.96 	7.82 
ICCS03012,PER_SUSP,T,P_HTHAB,HU	: 	: 	1.68 	2.12 	4.43 	4.80 	4.72 	5.53 	3.23 	1.79 
ICCS03012,PER_SUSP,T,P_HTHAB,IE	: 	: 	: 	: 	: 	4.84 	6.21 	6.48 	5.49 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,IT	: 	: 	6.76 	7.28 	7.41 	7.45 	7.84 	7.67 	7.68 	7.96 
ICCS03012,PER_SUSP,T,P_HTHAB,LI	: 	18.61 	56.20 	26.93 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,LT	3.48 	4.19 	5.61 	5.50 	4.48 	4.79 	6.62 	5.19 	4.84 	3.70 
ICCS03012,PER_SUSP,T,P_HTHAB,LU	32.51 	28.11 	47.78 	62.58 	57.17 	57.73 	50.60 	51.59 	57.14 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,LV	4.67 	3.30 	6.80 	6.20 	5.68 	6.94 	6.65 	4.43 	4.48 	5.38 
ICCS03012,PER_SUSP,T,P_HTHAB,ME	2.09 	2.57 	2.89 	3.70 	3.54 	2.90 	4.36 	5.98 	4.70 	2.76 
ICCS03012,PER_SUSP,T,P_HTHAB,MK	: 	: 	: 	: 	5.38 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,MT	: 	: 	14.21 	9.64 	10.92 	12.21 	11.33 	14.01 	9.73 	7.85 
ICCS03012,PER_SUSP,T,P_HTHAB,NL	4.21 	5.29 	3.65 	5.18 	6.09 	24.92 	25.76 	28.02 	31.42 	35.32 
ICCS03012,PER_SUSP,T,P_HTHAB,NO	9.39 	10.04 	7.63 	7.73 	7.90 	7.62 	8.98 	8.09 	7.11 	8.17 
ICCS03012,PER_SUSP,T,P_HTHAB,PL	0.53 	0.58 	0.48 	0.48 	0.48 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,PT	9.51 	10.03 	9.52 	9.28 	9.23 	8.97 	9.33 	8.66 	16.07 	12.92 
ICCS03012,PER_SUSP,T,P_HTHAB,RO	0.41 	0.34 	0.25 	3.16 	3.09 	2.85 	: 	: 	2.51 	2.21 
ICCS03012,PER_SUSP,T,P_HTHAB,RS	4.64 	4.06 	3.64 	3.82 	4.00 	3.62 	4.21 	4.38 	3.72 	3.50 
ICCS03012,PER_SUSP,T,P_HTHAB,SE	37.33 	34.05 	30.82 	29.94 	27.79 	29.16 	30.87 	30.34 	30.22 	27.81 
ICCS03012,PER_SUSP,T,P_HTHAB,SI	1.94 	1.79 	1.16 	1.70 	1.99 	1.94 	1.31 	2.78 	2.51 	2.04 
ICCS03012,PER_SUSP,T,P_HTHAB,SK	1.14 	0.65 	1.03 	0.68 	0.83 	: 	: 	: 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,UKC-L	: 	: 	43.29 	42.19 	40.29 	39.34 	42.34 	47.40 	: 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,UKN	: 	: 	17.38 	17.04 	17.74 	17.04 	18.96 	14.40 	9.80 	: 
ICCS03012,PER_SUSP,T,P_HTHAB,XK	: 	2.65 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,AL	62 	65 	61 	49 	39 	13 	16 	30 	19 	12 
ICCS03012,PER_VICT,F,NR,AT	: 	2046 	688 	696 	660 	780 	743 	643 	789 	843 
ICCS03012,PER_VICT,F,NR,BA	48 	33 	23 	36 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,BG	238 	387 	296 	232 	222 	229 	264 	197 	252 	276 
ICCS03012,PER_VICT,F,NR,CH	1336 	1492 	1482 	1559 	1490 	1425 	1542 	1349 	3133 	: 
ICCS03012,PER_VICT,F,NR,CZ	582 	604 	676 	640 	726 	673 	786 	696 	709 	736 
ICCS03012,PER_VICT,F,NR,DE	24702 	27145 	25370 	25497 	26177 	26501 	26792 	27015 	: 	: 
ICCS03012,PER_VICT,F,NR,DK	1814 	1759 	1263 	1283 	849 	869 	903 	1007 	719 	745 
ICCS03012,PER_VICT,F,NR,EL	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,ES	9255 	7333 	7675 	7057 	5864 	5864 	6329 	6384 	6603 	7313 
ICCS03012,PER_VICT,F,NR,FI	1486 	1672 	1234 	1100 	1375 	1446 	1415 	1286 	: 	: 
ICCS03012,PER_VICT,F,NR,FR	21177 	19041 	95 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,HR	217 	327 	315 	222 	285 	193 	227 	238 	438 	438 
ICCS03012,PER_VICT,F,NR,HU	: 	: 	191 	233 	341 	352 	339 	395 	375 	195 
ICCS03012,PER_VICT,F,NR,IE	1457 	1317 	1190 	1040 	1025 	1077 	934 	1115 	661 	: 
ICCS03012,PER_VICT,F,NR,IS	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,IT	: 	: 	3478 	3662 	3971 	3971 	3987 	3602 	3829 	4153 
ICCS03012,PER_VICT,F,NR,LI	: 	: 	4 	3 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,LT	77 	76 	57 	61 	79 	130 	135 	126 	99 	96 
ICCS03012,PER_VICT,F,NR,LU	152 	229 	225 	244 	244 	258 	187 	167 	166 	: 
ICCS03012,PER_VICT,F,NR,LV	59 	54 	92 	102 	100 	80 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,ME	9 	16 	24 	16 	16 	18 	25 	16 	31 	19 
ICCS03012,PER_VICT,F,NR,MK	: 	: 	: 	: 	95 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,MT	53 	53 	66 	63 	75 	64 	48 	76 	63 	59 
ICCS03012,PER_VICT,F,NR,NO	1841 	1861 	1472 	1335 	1236 	1080 	1168 	1127 	998 	972 
ICCS03012,PER_VICT,F,NR,PL	420 	483 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,PT	1363 	1314 	1274 	1240 	1230 	1165 	1177 	1167 	1427 	1344 
ICCS03012,PER_VICT,F,NR,RS	197 	162 	129 	159 	118 	272 	264 	335 	266 	281 
ICCS03012,PER_VICT,F,NR,SE	10162 	9706 	8173 	9170 	919 	804 	831 	738 	749 	: 
ICCS03012,PER_VICT,F,NR,SI	39 	38 	28 	41 	43 	39 	35 	62 	57 	46 
ICCS03012,PER_VICT,F,NR,SK	66 	44 	53 	36 	45 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,NR,UKC-L	46465 	38338 	35290 	29579 	19695 	19695 	19785 	20644 	19841 	19740 
ICCS03012,PER_VICT,F,NR,UKM	3002 	2345 	2362 	2179 	1963 	2027 	1888 	539 	: 	: 
ICCS03012,PER_VICT,F,NR,UKN	1083 	1021 	1005 	906 	749 	638 	616 	630 	614 	856 
ICCS03012,PER_VICT,F,NR,XK	44 	56 	40 	51 	128 	107 	106 	89 	94 	109 
ICCS03012,PER_VICT,F,P_HTHAB,AL	4.36 	4.59 	4.28 	3.41 	: 	: 	1.13 	: 	1.19 	0.76 
ICCS03012,PER_VICT,F,P_HTHAB,AT	: 	46.24 	15.70 	16.00 	15.25 	18.10 	17.29 	15.00 	18.44 	19.76 
ICCS03012,PER_VICT,F,P_HTHAB,BG	6.52 	10.53 	8.00 	6.24 	5.94 	6.09 	6.98 	5.17 	6.58 	7.15 
ICCS03012,PER_VICT,F,P_HTHAB,CH	31.46 	35.48 	35.59 	37.86 	36.60 	35.34 	38.62 	34.11 	80.02 	: 
ICCS03012,PER_VICT,F,P_HTHAB,CZ	10.82 	11.25 	12.61 	11.96 	13.57 	12.59 	14.72 	13.07 	13.35 	13.94 
ICCS03012,PER_VICT,F,P_HTHAB,DE	59.06 	65.16 	61.34 	61.87 	63.62 	64.48 	65.19 	64.79 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,DK	62.80 	61.30 	44.34 	45.26 	30.07 	30.88 	32.20 	36.07 	25.87 	26.96 
ICCS03012,PER_VICT,F,P_HTHAB,EL	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,ES	39.06 	31.03 	32.49 	29.86 	24.73 	24.72 	26.80 	27.16 	28.27 	31.69 
ICCS03012,PER_VICT,F,P_HTHAB,FI	53.24 	60.02 	44.39 	39.70 	49.82 	52.61 	51.70 	47.17 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,FR	61.41 	55.37 	0.28 	: 	: 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,F,P_HTHAB,HR	10.10 	15.08 	14.41 	10.10 	12.92 	8.72 	10.22 	10.68 	19.61 	19.60 
ICCS03012,PER_VICT,F,P_HTHAB,HU	: 	: 	3.70 	4.50 	6.57 	6.76 	6.47 	7.51 	7.12 	3.70 
